date,unit_id,listing,listing_group,season,month,dow,ati_static,pricelabs,gap_dollars,gap_abs
2027-04-16,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1651.0,-626.0,626.0
2027-04-16,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1651.0,-626.0,626.0
2027-03-25,201 LaFave South: Checkerboard Mesa,Checkerboard Mesa,Premium Villa (2BR/2BA),Spring Peak,3,Thursday,750,1375.0,-625.0,625.0
2027-03-26,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,3,Friday,800,1425.0,-625.0,625.0
2027-03-26,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,3,Friday,800,1425.0,-625.0,625.0
2027-03-06,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,3,Saturday,1025,1649.0,-624.0,624.0
2027-04-24,205 LaFave South: Kolob Arch,Kolob Arch,Deluxe Villa (2BR/1BA),Spring Peak,4,Saturday,675,1299.0,-624.0,624.0
2027-03-31,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,3,Wednesday,1025,1649.0,-624.0,624.0
2027-05-23,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Sunday,925,1549.0,-624.0,624.0
2027-03-17,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,3,Wednesday,1025,1649.0,-624.0,624.0
2027-04-24,204 LaFave South: Hidden Canyon,Hidden Canyon,Deluxe Villa (2BR/1BA),Spring Peak,4,Saturday,675,1299.0,-624.0,624.0
2027-03-17,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,3,Wednesday,1025,1649.0,-624.0,624.0
2027-05-23,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Sunday,1025,1648.0,-623.0,623.0
2027-05-23,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Sunday,1025,1648.0,-623.0,623.0
2027-04-25,207 LaFave South: Mystery Falls,Mystery Falls,Premium Villa (2BR/2BA),Spring Peak,4,Sunday,750,1372.0,-622.0,622.0
2027-04-30,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,4,Friday,1500,2122.0,-622.0,622.0
2027-04-25,206 LaFave South: Mountain of the Sun,Mountain of the Sun,Premium Villa (2BR/2BA),Spring Peak,4,Sunday,750,1372.0,-622.0,622.0
2027-04-29,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,4,Thursday,1500,2122.0,-622.0,622.0
2027-05-31,101 LaFave South: The Sentinel,The Sentinel,Suite BIG (1BR/1BA),Spring Peak,5,Monday,500,1121.0,-621.0,621.0
2027-09-20,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,9,Monday,1100,1718.0,-618.0,618.0
2027-09-21,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,9,Tuesday,1100,1718.0,-618.0,618.0
2027-09-21,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,9,Tuesday,1100,1718.0,-618.0,618.0
2027-09-20,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,9,Monday,1100,1718.0,-618.0,618.0
2027-09-21,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,9,Tuesday,1075,1692.0,-617.0,617.0
2027-09-20,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,9,Monday,1075,1692.0,-617.0,617.0
2027-10-03,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-17,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-31,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-17,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-10,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-31,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-24,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-03,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-24,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-10-10,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Sunday,1100,1716.0,-616.0,616.0
2027-06-24,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,6,Thursday,800,1414.0,-614.0,614.0
2027-06-24,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,6,Thursday,800,1414.0,-614.0,614.0
2027-04-03,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,4,Saturday,800,1413.0,-613.0,613.0
2027-06-12,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1413.0,-613.0,613.0
2027-11-13,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,11,Saturday,825,1438.0,-613.0,613.0
2027-11-13,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,11,Saturday,825,1438.0,-613.0,613.0
2027-11-06,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,11,Saturday,825,1438.0,-613.0,613.0
2027-11-06,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,11,Saturday,825,1438.0,-613.0,613.0
2027-11-20,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,11,Saturday,825,1438.0,-613.0,613.0
2027-04-03,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,4,Saturday,800,1413.0,-613.0,613.0
2027-11-20,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,11,Saturday,825,1438.0,-613.0,613.0
2027-06-12,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1413.0,-613.0,613.0
2027-07-09,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,7,Friday,825,1437.0,-612.0,612.0
2027-07-09,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,7,Friday,825,1437.0,-612.0,612.0
2027-03-16,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,3,Tuesday,1025,1636.0,-611.0,611.0
2027-07-04,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,7,Sunday,825,1436.0,-611.0,611.0
2027-07-04,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,7,Sunday,825,1436.0,-611.0,611.0
2027-03-30,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,3,Tuesday,1025,1636.0,-611.0,611.0
2027-03-15,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,3,Monday,1025,1636.0,-611.0,611.0
2027-03-16,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,3,Tuesday,1025,1636.0,-611.0,611.0
2027-03-15,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,3,Monday,1025,1636.0,-611.0,611.0
2027-09-17,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Fall Peak,9,Friday,900,1510.0,-610.0,610.0
2027-09-17,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Fall Peak,9,Friday,900,1510.0,-610.0,610.0
2027-09-03,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Fall Peak,9,Friday,900,1510.0,-610.0,610.0
2027-09-03,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Fall Peak,9,Friday,900,1510.0,-610.0,610.0
2027-04-29,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1409.0,-609.0,609.0
2027-09-18,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Fall Peak,9,Saturday,900,1509.0,-609.0,609.0
2027-06-16,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Wednesday,1025,1634.0,-609.0,609.0
2027-06-16,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Wednesday,1025,1634.0,-609.0,609.0
2027-04-22,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1409.0,-609.0,609.0
2027-07-08,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,7,Thursday,825,1434.0,-609.0,609.0
2027-04-23,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,4,Friday,800,1409.0,-609.0,609.0
2027-04-22,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1409.0,-609.0,609.0
2027-07-08,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,7,Thursday,825,1434.0,-609.0,609.0
2027-04-23,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,4,Friday,800,1409.0,-609.0,609.0
2027-09-18,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Fall Peak,9,Saturday,900,1509.0,-609.0,609.0
2027-05-26,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Wednesday,925,1534.0,-609.0,609.0
2027-04-29,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1409.0,-609.0,609.0
2027-09-04,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Fall Peak,9,Saturday,900,1508.0,-608.0,608.0
2027-06-25,201 LaFave South: Checkerboard Mesa,Checkerboard Mesa,Premium Villa (2BR/2BA),Spring Peak,6,Friday,750,1358.0,-608.0,608.0
2027-09-04,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Fall Peak,9,Saturday,900,1508.0,-608.0,608.0
2027-08-27,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Friday,750,1357.0,-607.0,607.0
2027-05-01,511 LaFave North: Weeping Rock,Weeping Rock,Deluxe Villa (2BR/1BA),Spring Peak,5,Saturday,675,1282.0,-607.0,607.0
2027-05-26,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Wednesday,1025,1632.0,-607.0,607.0
2027-08-13,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Friday,750,1357.0,-607.0,607.0
2027-08-26,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Thursday,750,1357.0,-607.0,607.0
2027-08-12,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Thursday,750,1357.0,-607.0,607.0
2027-05-26,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Wednesday,1025,1632.0,-607.0,607.0
2027-08-20,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Friday,750,1357.0,-607.0,607.0
2027-08-06,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Friday,750,1357.0,-607.0,607.0
2027-08-05,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Thursday,750,1357.0,-607.0,607.0
2027-08-19,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,8,Thursday,750,1357.0,-607.0,607.0
2027-08-14,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-08-07,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-08-21,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-11-20,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,11,Saturday,750,1355.0,-605.0,605.0
2027-08-28,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-11-06,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,11,Saturday,750,1355.0,-605.0,605.0
2027-08-14,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-08-21,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-06-18,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,6,Friday,800,1405.0,-605.0,605.0
2027-11-13,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,11,Saturday,750,1355.0,-605.0,605.0
2027-06-18,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,6,Friday,800,1405.0,-605.0,605.0
2027-07-04,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Sunday,1475,2080.0,-605.0,605.0
2027-08-28,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-08-07,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,8,Saturday,825,1430.0,-605.0,605.0
2027-04-05,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,4,Monday,925,1529.0,-604.0,604.0
2027-03-14,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,3,Sunday,925,1529.0,-604.0,604.0
2027-04-06,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,4,Tuesday,925,1529.0,-604.0,604.0
2027-06-17,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,6,Thursday,800,1403.0,-603.0,603.0
2027-06-17,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,6,Thursday,800,1403.0,-603.0,603.0
2027-03-26,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,3,Friday,800,1402.0,-602.0,602.0
2027-03-26,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,3,Friday,800,1402.0,-602.0,602.0
2027-04-07,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,4,Wednesday,1025,1627.0,-602.0,602.0
2027-04-07,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,4,Wednesday,1025,1627.0,-602.0,602.0
2027-05-03,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Monday,1025,1626.0,-601.0,601.0
2027-05-04,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Tuesday,1025,1626.0,-601.0,601.0
2027-05-12,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Wednesday,1025,1626.0,-601.0,601.0
2027-05-03,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Monday,1025,1626.0,-601.0,601.0
2027-05-18,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Tuesday,1025,1626.0,-601.0,601.0
2027-05-04,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Tuesday,1025,1626.0,-601.0,601.0
2027-05-17,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Monday,1025,1626.0,-601.0,601.0
2027-05-12,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Wednesday,1025,1626.0,-601.0,601.0
2027-05-05,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Wednesday,1025,1626.0,-601.0,601.0
2027-05-10,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Monday,1025,1626.0,-601.0,601.0
2027-05-11,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Tuesday,1025,1626.0,-601.0,601.0
2027-05-10,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Monday,1025,1626.0,-601.0,601.0
2027-05-18,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Tuesday,1025,1626.0,-601.0,601.0
2027-05-03,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Monday,925,1526.0,-601.0,601.0
2027-05-10,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Monday,925,1526.0,-601.0,601.0
2027-05-11,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Tuesday,925,1526.0,-601.0,601.0
2027-05-17,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Monday,925,1526.0,-601.0,601.0
2027-05-05,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Wednesday,1025,1626.0,-601.0,601.0
2027-05-11,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Tuesday,1025,1626.0,-601.0,601.0
2027-05-04,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Tuesday,925,1526.0,-601.0,601.0
2027-05-17,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Monday,1025,1626.0,-601.0,601.0
2027-05-18,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Tuesday,925,1526.0,-601.0,601.0
2027-04-24,504 LaFave North: Kayenta,Kayenta,Deluxe Villa (2BR/1BA),Spring Peak,4,Saturday,675,1274.0,-599.0,599.0
2027-04-24,208 LaFave South: Northgate Peaks,Northgate Peaks,Deluxe Villa (2BR/1BA),Spring Peak,4,Saturday,675,1274.0,-599.0,599.0
2027-11-25,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Shoulder,11,Thursday,625,1221.0,-596.0,596.0
2027-04-03,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,4,Saturday,800,1396.0,-596.0,596.0
2027-11-25,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Shoulder,11,Thursday,625,1221.0,-596.0,596.0
2027-04-03,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,4,Saturday,800,1396.0,-596.0,596.0
2027-04-25,500 LaFave North: Big Springs,Big Springs,Premium Villa (2BR/2BA),Spring Peak,4,Sunday,750,1346.0,-596.0,596.0
2027-04-25,202 LaFave South: Echo Canyon,Echo Canyon,Premium Villa (2BR/2BA),Spring Peak,4,Sunday,750,1346.0,-596.0,596.0
2027-03-25,207 LaFave South: Mystery Falls,Mystery Falls,Premium Villa (2BR/2BA),Spring Peak,3,Thursday,750,1346.0,-596.0,596.0
2027-03-25,206 LaFave South: Mountain of the Sun,Mountain of the Sun,Premium Villa (2BR/2BA),Spring Peak,3,Thursday,750,1346.0,-596.0,596.0
2027-05-30,201 LaFave South: Checkerboard Mesa,Checkerboard Mesa,Premium Villa (2BR/2BA),Spring Peak,5,Sunday,750,1345.0,-595.0,595.0
2027-07-04,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,7,Sunday,750,1345.0,-595.0,595.0
2027-06-05,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1395.0,-595.0,595.0
2027-06-05,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1395.0,-595.0,595.0
2027-09-26,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Sunday,1100,1690.0,-590.0,590.0
2027-04-23,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,4,Friday,800,1390.0,-590.0,590.0
2027-09-12,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Sunday,1100,1690.0,-590.0,590.0
2027-09-12,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Sunday,1100,1690.0,-590.0,590.0
2027-09-26,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Sunday,1100,1690.0,-590.0,590.0
2027-04-22,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1390.0,-590.0,590.0
2027-04-29,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1390.0,-590.0,590.0
2027-04-29,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1390.0,-590.0,590.0
2027-04-23,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,4,Friday,800,1390.0,-590.0,590.0
2027-04-22,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,4,Thursday,800,1390.0,-590.0,590.0
2027-06-27,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,6,Sunday,800,1389.0,-589.0,589.0
2027-06-27,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,6,Sunday,800,1389.0,-589.0,589.0
2027-03-06,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,3,Saturday,1025,1613.0,-588.0,588.0
2027-03-14,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,3,Sunday,1025,1612.0,-587.0,587.0
2027-06-18,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,6,Friday,800,1387.0,-587.0,587.0
2027-06-18,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,6,Friday,800,1387.0,-587.0,587.0
2027-03-14,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,3,Sunday,1025,1612.0,-587.0,587.0
2027-08-19,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-06,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-08-27,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-08-12,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-12,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-26,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-27,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-08-13,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-08-26,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-13,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-08-05,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-05,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-19,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Thursday,825,1411.0,-586.0,586.0
2027-08-20,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-02-28,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Off,2,Sunday,675,1261.0,-586.0,586.0
2027-08-06,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-08-20,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,8,Friday,825,1411.0,-586.0,586.0
2027-06-20,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Sunday,1025,1609.0,-584.0,584.0
2027-06-20,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Sunday,1025,1609.0,-584.0,584.0
2027-06-22,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Tuesday,1025,1609.0,-584.0,584.0
2027-06-22,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Tuesday,1025,1609.0,-584.0,584.0
2027-03-30,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,3,Tuesday,925,1508.0,-583.0,583.0
2027-03-15,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,3,Monday,925,1508.0,-583.0,583.0
