date,unit_id,listing,listing_group,season,month,dow,ati_static,pricelabs,gap_dollars,gap_abs
2027-04-30,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,4,Friday,800,1668.0,-868.0,868.0
2027-04-30,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,4,Friday,800,1668.0,-868.0,868.0
2027-09-05,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,9,Sunday,1075,1943.0,-868.0,868.0
2027-06-19,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1892.0,-867.0,867.0
2027-06-19,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1892.0,-867.0,867.0
2027-04-24,207 LaFave South: Mystery Falls,Mystery Falls,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1615.0,-865.0,865.0
2027-04-24,206 LaFave South: Mountain of the Sun,Mountain of the Sun,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1615.0,-865.0,865.0
2027-07-03,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,7,Saturday,825,1690.0,-865.0,865.0
2027-07-03,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,7,Saturday,825,1690.0,-865.0,865.0
2027-03-30,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,3,Tuesday,1500,2363.0,-863.0,863.0
2027-03-16,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,3,Tuesday,1500,2363.0,-863.0,863.0
2027-03-15,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,3,Monday,1500,2363.0,-863.0,863.0
2027-10-26,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Tuesday,1525,2387.0,-862.0,862.0
2027-10-05,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Tuesday,1525,2387.0,-862.0,862.0
2027-09-07,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,9,Tuesday,1525,2387.0,-862.0,862.0
2027-09-13,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,9,Monday,1525,2387.0,-862.0,862.0
2027-10-12,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Tuesday,1525,2387.0,-862.0,862.0
2027-10-25,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Monday,1525,2387.0,-862.0,862.0
2027-10-11,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Monday,1525,2387.0,-862.0,862.0
2027-09-14,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,9,Tuesday,1525,2387.0,-862.0,862.0
2027-09-28,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,9,Tuesday,1525,2387.0,-862.0,862.0
2027-09-27,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,9,Monday,1525,2387.0,-862.0,862.0
2027-10-04,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Monday,1525,2387.0,-862.0,862.0
2027-10-18,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Monday,1525,2387.0,-862.0,862.0
2027-10-19,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Fall Peak,10,Tuesday,1525,2387.0,-862.0,862.0
2027-07-22,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Thursday,1475,2333.0,-858.0,858.0
2027-07-23,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Friday,1475,2333.0,-858.0,858.0
2027-07-16,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Friday,1475,2333.0,-858.0,858.0
2027-07-29,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Thursday,1475,2333.0,-858.0,858.0
2027-07-30,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Friday,1475,2333.0,-858.0,858.0
2027-07-15,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Thursday,1475,2333.0,-858.0,858.0
2027-04-02,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1882.0,-857.0,857.0
2027-11-06,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,11,Saturday,1475,2332.0,-857.0,857.0
2027-11-20,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,11,Saturday,1475,2332.0,-857.0,857.0
2027-11-13,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,11,Saturday,1475,2332.0,-857.0,857.0
2027-08-07,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,8,Saturday,1475,2329.0,-854.0,854.0
2027-08-14,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,8,Saturday,1475,2329.0,-854.0,854.0
2027-08-28,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,8,Saturday,1475,2329.0,-854.0,854.0
2027-08-21,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,8,Saturday,1475,2329.0,-854.0,854.0
2027-04-10,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,4,Saturday,1025,1878.0,-853.0,853.0
2027-04-10,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,4,Saturday,1025,1878.0,-853.0,853.0
2027-05-31,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,5,Monday,800,1649.0,-849.0,849.0
2027-05-31,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,5,Monday,800,1649.0,-849.0,849.0
2027-03-26,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,3,Friday,1025,1873.0,-848.0,848.0
2027-04-05,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,4,Monday,1500,2348.0,-848.0,848.0
2027-04-06,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,4,Tuesday,1500,2348.0,-848.0,848.0
2027-10-02,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-10-09,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-05-13,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Thursday,1025,1871.0,-846.0,846.0
2027-10-30,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-07-02,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Shoulder,7,Friday,825,1671.0,-846.0,846.0
2027-10-09,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-10-16,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-05-07,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1871.0,-846.0,846.0
2027-05-06,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Thursday,1025,1871.0,-846.0,846.0
2027-10-16,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-05-07,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1871.0,-846.0,846.0
2027-10-23,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-05-06,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Thursday,1025,1871.0,-846.0,846.0
2027-10-23,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-10-30,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-05-14,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1871.0,-846.0,846.0
2027-05-14,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1871.0,-846.0,846.0
2027-07-02,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Shoulder,7,Friday,825,1671.0,-846.0,846.0
2027-10-02,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Saturday,1100,1946.0,-846.0,846.0
2027-05-13,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Thursday,1025,1871.0,-846.0,846.0
2027-06-26,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1644.0,-844.0,844.0
2027-06-26,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1644.0,-844.0,844.0
2027-04-08,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1867.0,-842.0,842.0
2027-04-09,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1867.0,-842.0,842.0
2027-04-01,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1867.0,-842.0,842.0
2027-04-08,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1867.0,-842.0,842.0
2027-04-01,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1867.0,-842.0,842.0
2027-04-09,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1867.0,-842.0,842.0
2027-04-24,202 LaFave South: Echo Canyon,Echo Canyon,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1586.0,-836.0,836.0
2027-07-03,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Shoulder,7,Saturday,750,1586.0,-836.0,836.0
2027-03-28,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,3,Sunday,925,1761.0,-836.0,836.0
2027-04-24,500 LaFave North: Big Springs,Big Springs,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1586.0,-836.0,836.0
2027-05-22,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Saturday,1025,1860.0,-835.0,835.0
2027-05-22,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,5,Saturday,1025,1860.0,-835.0,835.0
2027-10-15,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-07,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-01,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-15,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-14,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-29,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-28,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-22,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-28,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-08,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-07,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-08,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-01,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-22,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-10-14,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-21,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-21,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1933.0,-833.0,833.0
2027-10-29,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1933.0,-833.0,833.0
2027-05-31,505 LaFave North: Lava Point,Lava Point,Villa Game (2BR/2BA),Spring Peak,5,Monday,800,1630.0,-830.0,830.0
2027-06-24,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Thursday,1025,1855.0,-830.0,830.0
2027-05-31,203 LaFave South: Emerald Pools,Emerald Pools,Villa Game (2BR/2BA),Spring Peak,5,Monday,800,1630.0,-830.0,830.0
2027-06-24,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Thursday,1025,1855.0,-830.0,830.0
2027-06-12,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1854.0,-829.0,829.0
2027-06-12,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1854.0,-829.0,829.0
2027-09-06,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Monday,1100,1927.0,-827.0,827.0
2027-05-29,201 LaFave South: Checkerboard Mesa,Checkerboard Mesa,Premium Villa (2BR/2BA),Spring Peak,5,Saturday,750,1577.0,-827.0,827.0
2027-09-06,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Monday,1100,1927.0,-827.0,827.0
2027-03-28,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,3,Sunday,1025,1850.0,-825.0,825.0
2027-03-28,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,3,Sunday,1025,1850.0,-825.0,825.0
2027-07-09,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Friday,1475,2298.0,-823.0,823.0
2027-05-21,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1847.0,-822.0,822.0
2027-05-21,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1847.0,-822.0,822.0
2027-05-01,101 LaFave South: The Sentinel,The Sentinel,Suite BIG (1BR/1BA),Spring Peak,5,Saturday,500,1320.0,-820.0,820.0
2027-07-08,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Shoulder,7,Thursday,1475,2293.0,-818.0,818.0
2027-05-28,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,5,Friday,1025,1843.0,-818.0,818.0
2027-09-11,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,9,Saturday,1100,1917.0,-817.0,817.0
2027-09-25,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,9,Saturday,1100,1917.0,-817.0,817.0
2027-09-25,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,9,Saturday,1100,1917.0,-817.0,817.0
2027-09-11,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,9,Saturday,1100,1917.0,-817.0,817.0
2027-05-20,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,5,Thursday,1025,1840.0,-815.0,815.0
2027-06-19,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1840.0,-815.0,815.0
2027-06-19,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1840.0,-815.0,815.0
2027-05-20,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,5,Thursday,1025,1840.0,-815.0,815.0
2027-10-02,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,10,Saturday,1075,1889.0,-814.0,814.0
2027-10-16,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,10,Saturday,1075,1889.0,-814.0,814.0
2027-10-30,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,10,Saturday,1075,1889.0,-814.0,814.0
2027-09-11,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,9,Saturday,1075,1889.0,-814.0,814.0
2027-10-09,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,10,Saturday,1075,1889.0,-814.0,814.0
2027-09-25,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,9,Saturday,1075,1889.0,-814.0,814.0
2027-10-23,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Fall Peak,10,Saturday,1075,1889.0,-814.0,814.0
2027-05-21,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Friday,925,1734.0,-809.0,809.0
2027-09-10,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Friday,1100,1906.0,-806.0,806.0
2027-09-10,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Friday,1100,1906.0,-806.0,806.0
2027-09-09,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-24,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Friday,1100,1906.0,-806.0,806.0
2027-09-30,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-30,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-16,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-16,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-04-24,509 LaFave North: Pine Creek,Pine Creek,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1556.0,-806.0,806.0
2027-04-24,508 LaFave North: Phantom Valley,Phantom Valley,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1556.0,-806.0,806.0
2027-09-24,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Friday,1100,1906.0,-806.0,806.0
2027-09-23,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-04-24,502 LaFave North: East Temple,East Temple,Premium Villa (2BR/2BA),Spring Peak,4,Saturday,750,1556.0,-806.0,806.0
2027-09-02,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-02,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-09,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-09-23,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Fall Peak,9,Thursday,1100,1906.0,-806.0,806.0
2027-06-27,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Sunday,1025,1828.0,-803.0,803.0
2027-06-27,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Sunday,1025,1828.0,-803.0,803.0
2027-06-12,302 LaFave South: The Gallery House,The Gallery House,House (6BR/4BA),Spring Peak,6,Saturday,1500,2303.0,-803.0,803.0
2027-05-20,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,5,Thursday,925,1728.0,-803.0,803.0
2027-06-19,503 LaFave North: Johnson Mountain,Johnson Mountain,J.MT. Villa (3BR/2BA),Spring Peak,6,Saturday,925,1727.0,-802.0,802.0
2027-05-29,206 LaFave South: Mountain of the Sun,Mountain of the Sun,Premium Villa (2BR/2BA),Spring Peak,5,Saturday,750,1550.0,-800.0,800.0
2027-05-29,207 LaFave South: Mystery Falls,Mystery Falls,Premium Villa (2BR/2BA),Spring Peak,5,Saturday,750,1550.0,-800.0,800.0
2027-02-27,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Off,2,Saturday,675,1473.0,-798.0,798.0
2027-07-02,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Shoulder,7,Friday,825,1623.0,-798.0,798.0
2027-07-02,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Shoulder,7,Friday,825,1623.0,-798.0,798.0
2027-06-18,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Friday,1025,1822.0,-797.0,797.0
2027-06-18,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Friday,1025,1822.0,-797.0,797.0
2027-04-08,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1815.0,-790.0,790.0
2027-04-08,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1815.0,-790.0,790.0
2027-04-01,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,4,Thursday,1025,1815.0,-790.0,790.0
2027-04-09,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1815.0,-790.0,790.0
2027-04-09,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,4,Friday,1025,1815.0,-790.0,790.0
2027-06-17,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Thursday,1025,1813.0,-788.0,788.0
2027-06-17,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Thursday,1025,1813.0,-788.0,788.0
2027-06-26,506 LaFave North: Meridian Tower,Meridian Tower,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1586.0,-786.0,786.0
2027-06-26,210 LaFave South: The Subway,The Subway,Villa Game (2BR/2BA),Spring Peak,6,Saturday,800,1586.0,-786.0,786.0
2027-06-05,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1808.0,-783.0,783.0
2027-06-05,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Saturday,1025,1808.0,-783.0,783.0
2027-03-29,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,3,Monday,1025,1805.0,-780.0,780.0
2027-06-30,200 LaFave South: Angels Landing,Angels Landing,Premier Villa (3BR/3BA),Spring Peak,6,Wednesday,1025,1805.0,-780.0,780.0
2027-06-30,211 LaFave South: The Narrows,The Narrows,Premier Villa (3BR/3BA),Spring Peak,6,Wednesday,1025,1805.0,-780.0,780.0
2027-10-29,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-06-24,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Spring Peak,6,Thursday,1025,1804.0,-779.0,779.0
2027-10-22,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-10-21,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1879.0,-779.0,779.0
2027-10-22,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-10-21,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1879.0,-779.0,779.0
2027-10-08,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-10-07,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1879.0,-779.0,779.0
2027-10-08,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-10-07,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1879.0,-779.0,779.0
2027-10-29,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-10-28,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Thursday,1100,1879.0,-779.0,779.0
2027-10-01,510 LaFave North: Virgin River,Virgin River,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
2027-10-01,501 LaFave North: Cathedral Mountain,Cathedral Mountain,Premier Villa (3BR/3BA),Fall Peak,10,Friday,1100,1879.0,-779.0,779.0
