period_label,period_start,period_end,unit_id,revenue,room_nights,bookings,adr,occupancy_pct,revpar
2026_Q1,2026-01-01,2026-03-31,Double Queen,27968.48,275,171,101.7,43.65,44.39
2026_Q1,2026-01-01,2026-03-31,Small Queen,8429.56,116,83,72.67,64.44,46.83
2026_Q1,2026-01-01,2026-03-31,Standard King,30256.58,359,225,84.28,49.86,42.02
2026_Q1,2026-01-01,2026-03-31,Standard Queen,30977.13,405,244,76.49,50.0,38.24
2026_Q1,2026-01-01,2026-03-31,Standard Queen with Kitchen,1523.77,17,10,89.63,,
2026_Q1,2026-01-01,2026-03-31,PROPERTY,99155.53,1172,733,84.6,52.09,44.07
