unit_id,revenue,revenue_yoy_pct,room_nights,bookings,bookings_yoy_pct,adr,adr_yoy_pct,occupancy_pct,revpar
Greenhouse,1542525.0,402.33,3678,2057,439.41,419.39,-4.31,67.21,281.89
Greenhouse (Accessible),130274.0,414.78,312,187,486.96,417.54,-6.2,51.32,214.27
Greenhouse (Pet Friendly),837122.0,377.54,1988,1100,416.11,421.09,-3.74,54.5,229.47
Spyglass,1127476.0,335.9,2230,1276,293.43,505.59,17.31,73.36,370.88
Spyglass (Accessible),181402.0,262.3,378,223,232.56,479.9,12.07,62.17,298.36
Spyglass (Pet Friendly),1048969.0,252.91,2141,1246,239.5,489.94,9.51,58.69,287.55
PROPERTY,4867768.0,339.04,10727,6089,343.21,453.79,3.02,63.01,285.94
