Listing Id,Listing Name,PMS Name,Reason,Start Date,End Date,Price,Currency,Price Type,Minimum Stay,Minimum Price,Minimum Price Type,Maximum Price,Maximum Price Type
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/1/27,3/1/27,3184,USD,fixed,2,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/1/27,3/1/27,2653,USD,fixed,2,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/1/27,3/1/27,6368,USD,fixed,2,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/1/27,3/1/27,2255,USD,fixed,2,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/1/27,3/1/27,1917,USD,fixed,2,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/2/27,3/2/27,3184,USD,fixed,2,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/2/27,3/2/27,2653,USD,fixed,2,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/2/27,3/2/27,6368,USD,fixed,2,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/2/27,3/2/27,2255,USD,fixed,2,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/2/27,3/2/27,1917,USD,fixed,2,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/3/27,3/3/27,3184,USD,fixed,2,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/3/27,3/3/27,2653,USD,fixed,2,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/3/27,3/3/27,6368,USD,fixed,2,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/3/27,3/3/27,2255,USD,fixed,2,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/3/27,3/3/27,1917,USD,fixed,2,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/4/27,3/4/27,4631,USD,fixed,2,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/4/27,3/4/27,3859,USD,fixed,2,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/4/27,3/4/27,9262,USD,fixed,2,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/4/27,3/4/27,2701,USD,fixed,2,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/4/27,3/4/27,2161,USD,fixed,2,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/5/27,3/5/27,7004,USD,fixed,3,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/5/27,3/5/27,5837,USD,fixed,3,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/5/27,3/5/27,14009,USD,fixed,3,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/5/27,3/5/27,4086,USD,fixed,3,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/5/27,3/5/27,3269,USD,fixed,3,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/6/27,3/6/27,7004,USD,fixed,3,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/6/27,3/6/27,5837,USD,fixed,3,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/6/27,3/6/27,14009,USD,fixed,3,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/6/27,3/6/27,4086,USD,fixed,3,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/6/27,3/6/27,3269,USD,fixed,3,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/7/27,3/7/27,4631,USD,fixed,2,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/7/27,3/7/27,3859,USD,fixed,2,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/7/27,3/7/27,9262,USD,fixed,2,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/7/27,3/7/27,2701,USD,fixed,2,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/7/27,3/7/27,2161,USD,fixed,2,,fixed,,fixed
68642480da9649000fc63fc5,12BR/Sleeps 30! Designer Poolside Adventure Dwtn!,guesty,BNP Paribas,3/8/27,3/8/27,3184,USD,fixed,2,,fixed,,fixed
686424c7c8d43b001321df29,11BR Designer Villa! Poolside Dntwn PS! Sleeps 30,guesty,BNP Paribas,3/8/27,3/8/27,2653,USD,fixed,2,,fixed,,fixed
686424d94cdb20000e10b8db,23BR Designer Concept Buyout! True PS Experience!,guesty,BNP Paribas,3/8/27,3/8/27,6368,USD,fixed,2,,fixed,,fixed
6901008185d27c0022d3ba14,Maya -- Maya Hotel Retreat,guesty,BNP Paribas,3/8/27,3/8/27,2255,USD,fixed,2,,fixed,,fixed
6901037df868fc002a10e0d7,Mod -- The Mod Hotel,guesty,BNP Paribas,3/8/27,3/8/27,1917,USD,fixed,2,,fixed,,fixed
