unit_id,month_index,day_of_week,source_used,sample_n,raw_cell_adr,fallback_adr,smooth_weight_cell,pre_hierarchy_adr,month_baseline_adr,cap_low,cap_high,post_hierarchy_adr,hierarchy_uplift,final_matrix_adr
12BR,7,Tuesday,lmd_smoothed_to_listing_dow,2,1553.8333333333335,1780.1927083333335,0.2,1734.9208333333336,2204.0370370370374,1432.6240740740743,3526.45925925926,1700.1396825396823,-34.78115079365125,1700.0
12BR,7,Wednesday,lmd_smoothed_to_listing_dow,1,1064.0,1779.6571428571428,0.1111,1700.1396825396823,2204.0370370370374,1432.6240740740743,3526.45925925926,1700.1396825396823,0.0,1700.0
12BR,7,Thursday,listing_month_dow,3,2737.5,2872.893611111111,,2737.5,2204.0370370370374,1432.6240740740743,3526.45925925926,2737.5,0.0,2738.0
12BR,7,Friday,lmd_smoothed_to_listing_dow,1,3553.0,3183.2250000000004,0.1111,3224.311111111111,2204.0370370370374,1432.6240740740743,3526.45925925926,3060.3755555555554,-163.93555555555577,3060.0
12BR,7,Saturday,listing_dow,0,,2896.44,,2896.44,2204.0370370370374,1432.6240740740743,3526.45925925926,3060.3755555555554,163.9355555555553,3060.0
12BR,7,Sunday,lmd_smoothed_to_listing_dow,1,1542.6666666666667,1869.3625563909775,0.1111,1833.0630130882762,2204.0370370370374,1432.6240740740743,3526.45925925926,1833.0630130882762,0.0,1833.0
12BR,8,Monday,lmd_smoothed_to_listing_dow,1,1253.5,1664.0,0.1111,1618.388888888889,2291.988888888889,1489.792777777778,3667.1822222222227,1718.3935185185185,100.00462962962956,1718.0
12BR,8,Tuesday,lmd_smoothed_to_listing_dow,1,1224.0,1780.1927083333335,0.1111,1718.3935185185185,2291.988888888889,1489.792777777778,3667.1822222222227,1718.3935185185185,0.0,1718.0
12BR,8,Wednesday,lmd_smoothed_to_listing_dow,2,1859.75,1779.6571428571428,0.2,1795.6757142857143,2291.988888888889,1489.792777777778,3667.1822222222227,1718.3935185185185,-77.28219576719584,1718.0
12BR,8,Thursday,listing_dow,0,,2872.893611111111,,2872.893611111111,2291.988888888889,1489.792777777778,3667.1822222222227,2872.893611111111,0.0,2873.0
12BR,8,Friday,listing_month_dow,4,3019.75,3183.2250000000004,,3019.75,2291.988888888889,1489.792777777778,3667.1822222222227,2929.903888888889,-89.84611111111099,2930.0
12BR,8,Saturday,lmd_smoothed_to_listing_dow,1,2389.0,2896.44,0.1111,2840.0577777777776,2291.988888888889,1489.792777777778,3667.1822222222227,2929.903888888889,89.84611111111144,2930.0
12BR,8,Sunday,listing_dow,0,,1869.3625563909775,,1869.3625563909775,2291.988888888889,1489.792777777778,3667.1822222222227,1869.3625563909775,0.0,1869.0
12BR,9,Monday,lmd_smoothed_to_listing_dow,1,1344.6666666666667,1664.0,0.1111,1628.5185185185185,2420.4260416666666,1573.2769270833332,3872.681666666667,1752.7546296296296,124.23611111111109,1753.0
12BR,9,Tuesday,lmd_smoothed_to_listing_dow,1,1533.25,1780.1927083333335,0.1111,1752.7546296296296,2420.4260416666666,1573.2769270833332,3872.681666666667,1752.7546296296296,0.0,1753.0
12BR,9,Wednesday,listing_dow,0,,1779.6571428571428,,1779.6571428571428,2420.4260416666666,1573.2769270833332,3872.681666666667,1752.7546296296296,-26.902513227513282,1753.0
12BR,9,Thursday,listing_month_dow,3,2217.3333333333335,2872.893611111111,,2217.3333333333335,2420.4260416666666,1573.2769270833332,3872.681666666667,2217.3333333333335,0.0,2217.0
12BR,9,Friday,lmd_smoothed_to_listing_dow,2,3565.5,3183.2250000000004,0.2,3259.6800000000003,2420.4260416666666,1573.2769270833332,3872.681666666667,3035.2855555555557,-224.39444444444462,3035.0
