"Date","25%","50%","75%","90%"
"2023-03-01","2488","4514","6806","11121"
"2023-04-01","3563","5822","8873","13948"
"2023-05-01","3377","6029","9755","19230"
"2023-06-01","3456","5584","8108","16245"
"2023-07-01","2842","4338","6241","11865"
"2023-08-01","2308","3911","6162","9449"
"2023-09-01","4153","6065","8988","14104"
"2023-10-01","4513","6349","8973","14848"
"2023-11-01","2299","3855","5668","8915"
"2023-12-01","1462","2595","4861","7871"
"2024-01-01","964","2028","3848","5171"
"2024-02-01","1109","2233","3962","5845"
"2024-03-01","3562","6256","8497","12675"
"2024-04-01","4756","6511","9650","13296"
"2024-05-01","5746","8402","11633","18166"
"2024-06-01","4978","7611","10995","17725"
"2024-07-01","3212","5583","8488","12845"
"2024-08-01","3261","5023","7436","9547"
"2024-09-01","4321","6712","10165","14028"
"2024-10-01","4859","7574","10747","16305"
"2024-11-01","2789","4380","6669","10134"
"2024-12-01","1610","3078","4766","5952"
"2025-01-01","974","2008","3816","5340"
"2025-02-01","1339","2737","4377","6181"
"2025-03-01","3573","5729","9746","12254"
"2025-04-01","5424","7724","11531","17210"
"2025-05-01","4992","7919","12226","19160"
"2025-06-01","4075","6064","9354","16432"
"2025-07-01","2817","4483","6789","10276"
"2025-08-01","1752","4513","7173","10854"
"2025-09-01","3457","6044","9895","13416"
"2025-10-01","3936","6527","9960","13981"
"2025-11-01","1870","3592","5917","9170"
"2025-12-01","1386","2394","4083","5644"
"2026-01-01","822","1754","2941","4546"
"2026-02-01","1145","2143","3445","4763"
