period_label,period_start,period_end,unit_id,revenue,room_nights,bookings,adr,occupancy_pct,revpar
2026_Q1,2026-01-01,2026-03-31,11BR,50927.0,28,11,1818.82,31.11,565.86
2026_Q1,2026-01-01,2026-03-31,12BR,90188.0,38,13,2373.37,42.22,1002.09
2026_Q1,2026-01-01,2026-03-31,23BR,29140.0,13,4,2241.54,14.44,323.78
2026_Q1,2026-01-01,2026-03-31,PROPERTY,170255.0,79,28,2155.13,3.82,82.25
