selected_method,fallback_used,fallback_reason,gap_score_basis,gap_threshold_pct,gap_threshold_zscore,min_tiers,max_tiers,quantile_fallback_tiers,min_days_per_tier,smoothing_window_days,n_days,n_unique_percentiles_raw,n_unique_percentiles_int,n_unique_zscore,require_listing_start_dates,units_total,units_out_of_window,units_inferred_start_date,avg_excluded_units_per_day,composition_shift_days,max_gap_percentile_int,qualifying_gaps_percentile_int,candidate_tiers_percentile_int,max_gap_zscore,qualifying_gaps_zscore,candidate_tiers_zscore,tier_count_before_min_days_check,min_days_observed_before_check,overrides_applied,merge_rules_count,label_rules_count,base_tier_count,final_tier_count,final_min_days_per_tier
quantile_fallback,True,gap_detection_invalid_or_out_of_bounds,percentile_int,6.0,0.6,2,15,5,14,14,821,511,101,510,False,10,0,10,0.0,60,1.0,0,1,0.161,0,1,5,163,True,0,5,5,5,163
